Frame,Total,Turismos,Motos,Buses,Camiones,Bicis,Densidad,LOS
1012,0,0,0,0,0,0,0.0,A (Libre)
1013,0,0,0,0,0,0,0.0,A (Libre)
1014,0,0,0,0,0,0,0.0,A (Libre)
1015,0,0,0,0,0,0,0.0,A (Libre)
1016,0,0,0,0,0,0,0.0,A (Libre)
1017,0,0,0,0,0,0,0.0,A (Libre)
1018,0,0,0,0,0,0,0.0,A (Libre)
1019,0,0,0,0,0,0,0.0,A (Libre)
1020,0,0,0,0,0,0,0.0,A (Libre)
1021,0,0,0,0,0,0,0.0,A (Libre)
1022,0,0,0,0,0,0,0.0,A (Libre)
1023,0,0,0,0,0,0,0.0,A (Libre)
1024,0,0,0,0,0,0,0.0,A (Libre)
1025,0,0,0,0,0,0,0.0,A (Libre)
1026,0,0,0,0,0,0,0.0,A (Libre)
1027,0,0,0,0,0,0,0.0,A (Libre)
1028,0,0,0,0,0,0,0.0,A (Libre)
1029,0,0,0,0,0,0,0.0,A (Libre)
1030,0,0,0,0,0,0,0.0,A (Libre)
1031,0,0,0,0,0,0,0.0,A (Libre)
1032,0,0,0,0,0,0,0.0,A (Libre)
1033,0,0,0,0,0,0,0.0,A (Libre)
1034,0,0,0,0,0,0,0.0,A (Libre)
1035,0,0,0,0,0,0,0.0,A (Libre)
1036,0,0,0,0,0,0,0.0,A (Libre)
1037,0,0,0,0,0,0,0.0,A (Libre)
1038,0,0,0,0,0,0,0.0,A (Libre)
1039,0,0,0,0,0,0,0.0,A (Libre)
1040,0,0,0,0,0,0,0.0,A (Libre)
1041,0,0,0,0,0,0,0.0,A (Libre)
1042,0,0,0,0,0,0,0.0,A (Libre)
1043,0,0,0,0,0,0,0.0,A (Libre)
1044,0,0,0,0,0,0,0.0,A (Libre)
1045,0,0,0,0,0,0,0.0,A (Libre)
1046,0,0,0,0,0,0,0.0,A (Libre)
1047,0,0,0,0,0,0,0.0,A (Libre)
1048,0,0,0,0,0,0,0.0,A (Libre)
1049,0,0,0,0,0,0,0.0,A (Libre)
1050,0,0,0,0,0,0,0.0,A (Libre)
1051,0,0,0,0,0,0,0.0,A (Libre)
1052,0,0,0,0,0,0,0.0,A (Libre)
1053,0,0,0,0,0,0,0.0,A (Libre)
1054,0,0,0,0,0,0,0.0,A (Libre)
1055,0,0,0,0,0,0,0.0,A (Libre)
1056,0,0,0,0,0,0,0.0,A (Libre)
1057,0,0,0,0,0,0,0.0,A (Libre)
1058,0,0,0,0,0,0,0.0,A (Libre)
1059,0,0,0,0,0,0,0.0,A (Libre)
1060,0,0,0,0,0,0,0.0,A (Libre)
1061,0,0,0,0,0,0,0.0,A (Libre)
1062,0,0,0,0,0,0,0.0,A (Libre)
1063,0,0,0,0,0,0,0.0,A (Libre)
1064,0,0,0,0,0,0,0.0,A (Libre)
1065,0,0,0,0,0,0,0.0,A (Libre)
1066,0,0,0,0,0,0,0.0,A (Libre)
1067,0,0,0,0,0,0,0.0,A (Libre)
1068,0,0,0,0,0,0,0.0,A (Libre)
1069,0,0,0,0,0,0,0.0,A (Libre)
1070,0,0,0,0,0,0,0.0,A (Libre)
1071,0,0,0,0,0,0,0.0,A (Libre)
1072,0,0,0,0,0,0,0.0,A (Libre)
1073,0,0,0,0,0,0,0.0,A (Libre)
1074,0,0,0,0,0,0,0.0,A (Libre)
1075,0,0,0,0,0,0,0.0,A (Libre)
1076,0,0,0,0,0,0,0.0,A (Libre)
1077,0,0,0,0,0,0,0.0,A (Libre)
1078,0,0,0,0,0,0,0.0,A (Libre)
1079,0,0,0,0,0,0,0.0,A (Libre)
1080,0,0,0,0,0,0,0.0,A (Libre)
1081,0,0,0,0,0,0,0.0,A (Libre)
1082,0,0,0,0,0,0,0.0,A (Libre)
1083,0,0,0,0,0,0,0.0,A (Libre)
1084,0,0,0,0,0,0,0.0,A (Libre)
1085,0,0,0,0,0,0,0.0,A (Libre)
1086,0,0,0,0,0,0,0.0,A (Libre)
1087,0,0,0,0,0,0,0.0,A (Libre)
1088,0,0,0,0,0,0,0.0,A (Libre)
1089,0,0,0,0,0,0,0.0,A (Libre)
1090,0,0,0,0,0,0,0.0,A (Libre)
1091,0,0,0,0,0,0,0.0,A (Libre)
1092,0,0,0,0,0,0,0.0,A (Libre)
1093,0,0,0,0,0,0,0.0,A (Libre)
1094,0,0,0,0,0,0,0.0,A (Libre)
1095,0,0,0,0,0,0,0.0,A (Libre)
1096,0,0,0,0,0,0,0.0,A (Libre)
1097,0,0,0,0,0,0,0.0,A (Libre)
1098,0,0,0,0,0,0,0.0,A (Libre)
1099,0,0,0,0,0,0,0.0,A (Libre)
1100,0,0,0,0,0,0,0.0,A (Libre)
1101,0,0,0,0,0,0,0.0,A (Libre)
1102,0,0,0,0,0,0,0.0,A (Libre)
1103,0,0,0,0,0,0,0.0,A (Libre)
1104,0,0,0,0,0,0,0.0,A (Libre)
1105,0,0,0,0,0,0,0.0,A (Libre)
1106,0,0,0,0,0,0,0.0,A (Libre)
1107,0,0,0,0,0,0,0.0,A (Libre)
1108,0,0,0,0,0,0,0.0,A (Libre)
1109,0,0,0,0,0,0,0.0,A (Libre)
1110,0,0,0,0,0,0,0.0,A (Libre)
1111,0,0,0,0,0,0,0.0,A (Libre)
1112,0,0,0,0,0,0,0.0,A (Libre)
1113,0,0,0,0,0,0,0.0,A (Libre)
1114,0,0,0,0,0,0,0.0,A (Libre)
1115,0,0,0,0,0,0,0.0,A (Libre)
1116,0,0,0,0,0,0,0.0,A (Libre)
1117,0,0,0,0,0,0,0.0,A (Libre)
1118,0,0,0,0,0,0,0.0,A (Libre)
1119,0,0,0,0,0,0,0.0,A (Libre)
1120,0,0,0,0,0,0,0.0,A (Libre)
1121,0,0,0,0,0,0,0.0,A (Libre)
1122,0,0,0,0,0,0,0.0,A (Libre)
1123,0,0,0,0,0,0,0.0,A (Libre)
1124,0,0,0,0,0,0,0.0,A (Libre)
1125,0,0,0,0,0,0,0.0,A (Libre)
1126,0,0,0,0,0,0,0.0,A (Libre)
1127,0,0,0,0,0,0,0.0,A (Libre)
1128,0,0,0,0,0,0,0.0,A (Libre)
1129,0,0,0,0,0,0,0.0,A (Libre)
1130,0,0,0,0,0,0,0.0,A (Libre)
1131,0,0,0,0,0,0,0.0,A (Libre)
1132,0,0,0,0,0,0,0.0,A (Libre)
1133,0,0,0,0,0,0,0.0,A (Libre)
1134,0,0,0,0,0,0,0.0,A (Libre)
1135,0,0,0,0,0,0,0.0,A (Libre)
1136,0,0,0,0,0,0,0.0,A (Libre)
1137,0,0,0,0,0,0,0.0,A (Libre)
1138,0,0,0,0,0,0,0.0,A (Libre)
1139,0,0,0,0,0,0,0.0,A (Libre)
1140,0,0,0,0,0,0,0.0,A (Libre)
1141,0,0,0,0,0,0,0.0,A (Libre)
1142,0,0,0,0,0,0,0.0,A (Libre)
1143,0,0,0,0,0,0,0.0,A (Libre)
1144,0,0,0,0,0,0,0.0,A (Libre)
1145,0,0,0,0,0,0,0.0,A (Libre)
1146,0,0,0,0,0,0,0.0,A (Libre)
1147,0,0,0,0,0,0,0.0,A (Libre)
1148,0,0,0,0,0,0,0.0,A (Libre)
1149,0,0,0,0,0,0,0.0,A (Libre)
1150,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1151,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1152,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1153,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1154,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1155,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1156,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1157,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1158,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1159,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1160,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1161,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1162,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1163,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1164,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1165,2,2,0,0,0,0,112.64476329636751,F (Congestion)
1166,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1167,0,0,0,0,0,0,0.0,A (Libre)
1168,0,0,0,0,0,0,0.0,A (Libre)
1169,0,0,0,0,0,0,0.0,A (Libre)
1170,0,0,0,0,0,0,0.0,A (Libre)
1171,0,0,0,0,0,0,0.0,A (Libre)
1172,0,0,0,0,0,0,0.0,A (Libre)
1173,0,0,0,0,0,0,0.0,A (Libre)
1174,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1175,1,1,0,0,0,0,56.32238164818376,F (Congestion)
1176,0,0,0,0,0,0,0.0,A (Libre)
1177,0,0,0,0,0,0,0.0,A (Libre)
1178,0,0,0,0,0,0,0.0,A (Libre)
1179,0,0,0,0,0,0,0.0,A (Libre)
1180,0,0,0,0,0,0,0.0,A (Libre)
1181,0,0,0,0,0,0,0.0,A (Libre)
1182,0,0,0,0,0,0,0.0,A (Libre)
1183,0,0,0,0,0,0,0.0,A (Libre)
1184,0,0,0,0,0,0,0.0,A (Libre)
1185,0,0,0,0,0,0,0.0,A (Libre)
1186,0,0,0,0,0,0,0.0,A (Libre)
1187,0,0,0,0,0,0,0.0,A (Libre)
1188,0,0,0,0,0,0,0.0,A (Libre)
1189,0,0,0,0,0,0,0.0,A (Libre)
1190,0,0,0,0,0,0,0.0,A (Libre)
1191,0,0,0,0,0,0,0.0,A (Libre)
1192,0,0,0,0,0,0,0.0,A (Libre)
1193,0,0,0,0,0,0,0.0,A (Libre)
1194,0,0,0,0,0,0,0.0,A (Libre)
1195,0,0,0,0,0,0,0.0,A (Libre)
1196,0,0,0,0,0,0,0.0,A (Libre)
1197,0,0,0,0,0,0,0.0,A (Libre)
1198,0,0,0,0,0,0,0.0,A (Libre)
1199,0,0,0,0,0,0,0.0,A (Libre)
1200,0,0,0,0,0,0,0.0,A (Libre)
1201,0,0,0,0,0,0,0.0,A (Libre)
1202,0,0,0,0,0,0,0.0,A (Libre)
1203,0,0,0,0,0,0,0.0,A (Libre)
1204,0,0,0,0,0,0,0.0,A (Libre)
1205,0,0,0,0,0,0,0.0,A (Libre)
1206,0,0,0,0,0,0,0.0,A (Libre)
1207,0,0,0,0,0,0,0.0,A (Libre)
1208,0,0,0,0,0,0,0.0,A (Libre)
1209,0,0,0,0,0,0,0.0,A (Libre)
1210,0,0,0,0,0,0,0.0,A (Libre)
1211,0,0,0,0,0,0,0.0,A (Libre)
1212,0,0,0,0,0,0,0.0,A (Libre)
1213,0,0,0,0,0,0,0.0,A (Libre)
1214,0,0,0,0,0,0,0.0,A (Libre)
1215,0,0,0,0,0,0,0.0,A (Libre)
1216,0,0,0,0,0,0,0.0,A (Libre)
1217,0,0,0,0,0,0,0.0,A (Libre)
1218,0,0,0,0,0,0,0.0,A (Libre)
1219,0,0,0,0,0,0,0.0,A (Libre)
1220,0,0,0,0,0,0,0.0,A (Libre)
1221,0,0,0,0,0,0,0.0,A (Libre)
1222,0,0,0,0,0,0,0.0,A (Libre)
1223,0,0,0,0,0,0,0.0,A (Libre)
1224,0,0,0,0,0,0,0.0,A (Libre)
1225,0,0,0,0,0,0,0.0,A (Libre)
1226,0,0,0,0,0,0,0.0,A (Libre)
1227,0,0,0,0,0,0,0.0,A (Libre)
1228,0,0,0,0,0,0,0.0,A (Libre)
1229,0,0,0,0,0,0,0.0,A (Libre)
1230,0,0,0,0,0,0,0.0,A (Libre)
1231,0,0,0,0,0,0,0.0,A (Libre)
1232,0,0,0,0,0,0,0.0,A (Libre)
1233,0,0,0,0,0,0,0.0,A (Libre)
1234,0,0,0,0,0,0,0.0,A (Libre)
1235,0,0,0,0,0,0,0.0,A (Libre)
1236,0,0,0,0,0,0,0.0,A (Libre)
1237,0,0,0,0,0,0,0.0,A (Libre)
1238,0,0,0,0,0,0,0.0,A (Libre)
1239,0,0,0,0,0,0,0.0,A (Libre)
1240,0,0,0,0,0,0,0.0,A (Libre)
1241,0,0,0,0,0,0,0.0,A (Libre)
1242,0,0,0,0,0,0,0.0,A (Libre)
1243,0,0,0,0,0,0,0.0,A (Libre)
1244,0,0,0,0,0,0,0.0,A (Libre)
1245,0,0,0,0,0,0,0.0,A (Libre)
1246,0,0,0,0,0,0,0.0,A (Libre)
1247,0,0,0,0,0,0,0.0,A (Libre)
1248,0,0,0,0,0,0,0.0,A (Libre)
1249,0,0,0,0,0,0,0.0,A (Libre)
1250,0,0,0,0,0,0,0.0,A (Libre)
1251,0,0,0,0,0,0,0.0,A (Libre)
1252,0,0,0,0,0,0,0.0,A (Libre)
1253,0,0,0,0,0,0,0.0,A (Libre)
1254,0,0,0,0,0,0,0.0,A (Libre)
1255,0,0,0,0,0,0,0.0,A (Libre)
1256,0,0,0,0,0,0,0.0,A (Libre)
1257,0,0,0,0,0,0,0.0,A (Libre)
1258,0,0,0,0,0,0,0.0,A (Libre)
1259,0,0,0,0,0,0,0.0,A (Libre)
1260,0,0,0,0,0,0,0.0,A (Libre)
1261,0,0,0,0,0,0,0.0,A (Libre)
1262,0,0,0,0,0,0,0.0,A (Libre)
1263,0,0,0,0,0,0,0.0,A (Libre)
1264,0,0,0,0,0,0,0.0,A (Libre)
1265,0,0,0,0,0,0,0.0,A (Libre)
1266,0,0,0,0,0,0,0.0,A (Libre)
1267,0,0,0,0,0,0,0.0,A (Libre)
1268,0,0,0,0,0,0,0.0,A (Libre)
1269,0,0,0,0,0,0,0.0,A (Libre)
1270,0,0,0,0,0,0,0.0,A (Libre)
1271,0,0,0,0,0,0,0.0,A (Libre)
1272,0,0,0,0,0,0,0.0,A (Libre)
1273,0,0,0,0,0,0,0.0,A (Libre)
1274,0,0,0,0,0,0,0.0,A (Libre)
1275,0,0,0,0,0,0,0.0,A (Libre)
1276,0,0,0,0,0,0,0.0,A (Libre)
1277,0,0,0,0,0,0,0.0,A (Libre)
1278,0,0,0,0,0,0,0.0,A (Libre)
1279,0,0,0,0,0,0,0.0,A (Libre)
1280,0,0,0,0,0,0,0.0,A (Libre)
1281,0,0,0,0,0,0,0.0,A (Libre)
1282,0,0,0,0,0,0,0.0,A (Libre)
1283,0,0,0,0,0,0,0.0,A (Libre)
1284,0,0,0,0,0,0,0.0,A (Libre)
1285,0,0,0,0,0,0,0.0,A (Libre)
1286,0,0,0,0,0,0,0.0,A (Libre)
1287,0,0,0,0,0,0,0.0,A (Libre)
1288,0,0,0,0,0,0,0.0,A (Libre)
1289,0,0,0,0,0,0,0.0,A (Libre)
1290,0,0,0,0,0,0,0.0,A (Libre)
1291,0,0,0,0,0,0,0.0,A (Libre)
1292,0,0,0,0,0,0,0.0,A (Libre)
1293,0,0,0,0,0,0,0.0,A (Libre)
1294,0,0,0,0,0,0,0.0,A (Libre)
1295,0,0,0,0,0,0,0.0,A (Libre)
1296,0,0,0,0,0,0,0.0,A (Libre)
1297,0,0,0,0,0,0,0.0,A (Libre)
1298,0,0,0,0,0,0,0.0,A (Libre)
1299,0,0,0,0,0,0,0.0,A (Libre)
1300,0,0,0,0,0,0,0.0,A (Libre)
1301,0,0,0,0,0,0,0.0,A (Libre)
1302,0,0,0,0,0,0,0.0,A (Libre)
1303,0,0,0,0,0,0,0.0,A (Libre)
1304,0,0,0,0,0,0,0.0,A (Libre)
1305,0,0,0,0,0,0,0.0,A (Libre)
1306,0,0,0,0,0,0,0.0,A (Libre)
1307,0,0,0,0,0,0,0.0,A (Libre)
1308,0,0,0,0,0,0,0.0,A (Libre)
1309,0,0,0,0,0,0,0.0,A (Libre)
1310,0,0,0,0,0,0,0.0,A (Libre)
1311,0,0,0,0,0,0,0.0,A (Libre)
1312,0,0,0,0,0,0,0.0,A (Libre)
1313,0,0,0,0,0,0,0.0,A (Libre)
1314,0,0,0,0,0,0,0.0,A (Libre)
1315,0,0,0,0,0,0,0.0,A (Libre)
1316,0,0,0,0,0,0,0.0,A (Libre)
1317,0,0,0,0,0,0,0.0,A (Libre)
1318,0,0,0,0,0,0,0.0,A (Libre)
1319,0,0,0,0,0,0,0.0,A (Libre)
1320,0,0,0,0,0,0,0.0,A (Libre)
1321,0,0,0,0,0,0,0.0,A (Libre)
1322,0,0,0,0,0,0,0.0,A (Libre)
1323,0,0,0,0,0,0,0.0,A (Libre)
1324,0,0,0,0,0,0,0.0,A (Libre)
1325,0,0,0,0,0,0,0.0,A (Libre)
1326,0,0,0,0,0,0,0.0,A (Libre)
1327,0,0,0,0,0,0,0.0,A (Libre)
1328,0,0,0,0,0,0,0.0,A (Libre)
1329,0,0,0,0,0,0,0.0,A (Libre)
1330,0,0,0,0,0,0,0.0,A (Libre)
1331,0,0,0,0,0,0,0.0,A (Libre)
1332,0,0,0,0,0,0,0.0,A (Libre)
1333,0,0,0,0,0,0,0.0,A (Libre)
1334,0,0,0,0,0,0,0.0,A (Libre)
1335,0,0,0,0,0,0,0.0,A (Libre)
1336,0,0,0,0,0,0,0.0,A (Libre)
1337,0,0,0,0,0,0,0.0,A (Libre)
1338,0,0,0,0,0,0,0.0,A (Libre)
1339,0,0,0,0,0,0,0.0,A (Libre)
1340,0,0,0,0,0,0,0.0,A (Libre)
1341,0,0,0,0,0,0,0.0,A (Libre)
1342,0,0,0,0,0,0,0.0,A (Libre)
1343,0,0,0,0,0,0,0.0,A (Libre)
1344,0,0,0,0,0,0,0.0,A (Libre)
1345,0,0,0,0,0,0,0.0,A (Libre)
1346,0,0,0,0,0,0,0.0,A (Libre)
1347,0,0,0,0,0,0,0.0,A (Libre)
1348,0,0,0,0,0,0,0.0,A (Libre)
1349,0,0,0,0,0,0,0.0,A (Libre)
1350,0,0,0,0,0,0,0.0,A (Libre)
1351,0,0,0,0,0,0,0.0,A (Libre)
1352,0,0,0,0,0,0,0.0,A (Libre)
1353,0,0,0,0,0,0,0.0,A (Libre)
1354,0,0,0,0,0,0,0.0,A (Libre)
1355,0,0,0,0,0,0,0.0,A (Libre)
1356,0,0,0,0,0,0,0.0,A (Libre)
1357,0,0,0,0,0,0,0.0,A (Libre)
1358,0,0,0,0,0,0,0.0,A (Libre)
1359,0,0,0,0,0,0,0.0,A (Libre)
1360,0,0,0,0,0,0,0.0,A (Libre)
1361,0,0,0,0,0,0,0.0,A (Libre)
1362,0,0,0,0,0,0,0.0,A (Libre)
1363,0,0,0,0,0,0,0.0,A (Libre)
1364,0,0,0,0,0,0,0.0,A (Libre)
1365,0,0,0,0,0,0,0.0,A (Libre)
1366,0,0,0,0,0,0,0.0,A (Libre)
1367,0,0,0,0,0,0,0.0,A (Libre)
1368,0,0,0,0,0,0,0.0,A (Libre)
1369,0,0,0,0,0,0,0.0,A (Libre)
1370,0,0,0,0,0,0,0.0,A (Libre)
1371,0,0,0,0,0,0,0.0,A (Libre)
1372,0,0,0,0,0,0,0.0,A (Libre)
1373,0,0,0,0,0,0,0.0,A (Libre)
1374,0,0,0,0,0,0,0.0,A (Libre)
1375,0,0,0,0,0,0,0.0,A (Libre)
1376,0,0,0,0,0,0,0.0,A (Libre)
1377,0,0,0,0,0,0,0.0,A (Libre)
1378,0,0,0,0,0,0,0.0,A (Libre)
1379,0,0,0,0,0,0,0.0,A (Libre)
1380,0,0,0,0,0,0,0.0,A (Libre)
1381,0,0,0,0,0,0,0.0,A (Libre)
1382,0,0,0,0,0,0,0.0,A (Libre)
1383,0,0,0,0,0,0,0.0,A (Libre)
1384,0,0,0,0,0,0,0.0,A (Libre)
1385,0,0,0,0,0,0,0.0,A (Libre)
1386,0,0,0,0,0,0,0.0,A (Libre)
1387,0,0,0,0,0,0,0.0,A (Libre)
1388,0,0,0,0,0,0,0.0,A (Libre)
1389,0,0,0,0,0,0,0.0,A (Libre)
1390,0,0,0,0,0,0,0.0,A (Libre)
1391,0,0,0,0,0,0,0.0,A (Libre)
1392,0,0,0,0,0,0,0.0,A (Libre)
1393,0,0,0,0,0,0,0.0,A (Libre)
1394,0,0,0,0,0,0,0.0,A (Libre)
1395,0,0,0,0,0,0,0.0,A (Libre)
1396,0,0,0,0,0,0,0.0,A (Libre)
1397,0,0,0,0,0,0,0.0,A (Libre)
1398,0,0,0,0,0,0,0.0,A (Libre)
1399,0,0,0,0,0,0,0.0,A (Libre)
1400,0,0,0,0,0,0,0.0,A (Libre)
1401,0,0,0,0,0,0,0.0,A (Libre)
1402,0,0,0,0,0,0,0.0,A (Libre)
1403,0,0,0,0,0,0,0.0,A (Libre)
1404,0,0,0,0,0,0,0.0,A (Libre)
1405,0,0,0,0,0,0,0.0,A (Libre)
1406,0,0,0,0,0,0,0.0,A (Libre)
1407,0,0,0,0,0,0,0.0,A (Libre)
1408,0,0,0,0,0,0,0.0,A (Libre)
1409,0,0,0,0,0,0,0.0,A (Libre)
1410,0,0,0,0,0,0,0.0,A (Libre)
1411,0,0,0,0,0,0,0.0,A (Libre)
1412,0,0,0,0,0,0,0.0,A (Libre)
1413,0,0,0,0,0,0,0.0,A (Libre)
1414,0,0,0,0,0,0,0.0,A (Libre)
1415,0,0,0,0,0,0,0.0,A (Libre)
1416,0,0,0,0,0,0,0.0,A (Libre)
1417,0,0,0,0,0,0,0.0,A (Libre)
1418,0,0,0,0,0,0,0.0,A (Libre)
1419,0,0,0,0,0,0,0.0,A (Libre)
1420,0,0,0,0,0,0,0.0,A (Libre)
1421,0,0,0,0,0,0,0.0,A (Libre)
1422,0,0,0,0,0,0,0.0,A (Libre)
1423,0,0,0,0,0,0,0.0,A (Libre)
1424,0,0,0,0,0,0,0.0,A (Libre)
1425,0,0,0,0,0,0,0.0,A (Libre)
1426,0,0,0,0,0,0,0.0,A (Libre)
1427,0,0,0,0,0,0,0.0,A (Libre)
1428,0,0,0,0,0,0,0.0,A (Libre)
1429,0,0,0,0,0,0,0.0,A (Libre)
1430,0,0,0,0,0,0,0.0,A (Libre)
1431,0,0,0,0,0,0,0.0,A (Libre)
1432,0,0,0,0,0,0,0.0,A (Libre)
1433,0,0,0,0,0,0,0.0,A (Libre)
1434,0,0,0,0,0,0,0.0,A (Libre)
1435,0,0,0,0,0,0,0.0,A (Libre)
1436,0,0,0,0,0,0,0.0,A (Libre)
1437,0,0,0,0,0,0,0.0,A (Libre)
1438,0,0,0,0,0,0,0.0,A (Libre)
1439,0,0,0,0,0,0,0.0,A (Libre)
1440,0,0,0,0,0,0,0.0,A (Libre)
1441,0,0,0,0,0,0,0.0,A (Libre)
1442,0,0,0,0,0,0,0.0,A (Libre)
1443,0,0,0,0,0,0,0.0,A (Libre)
1444,0,0,0,0,0,0,0.0,A (Libre)
1445,0,0,0,0,0,0,0.0,A (Libre)
1446,0,0,0,0,0,0,0.0,A (Libre)
1447,0,0,0,0,0,0,0.0,A (Libre)
1448,0,0,0,0,0,0,0.0,A (Libre)
1449,0,0,0,0,0,0,0.0,A (Libre)
1450,0,0,0,0,0,0,0.0,A (Libre)
1451,0,0,0,0,0,0,0.0,A (Libre)
1452,0,0,0,0,0,0,0.0,A (Libre)
1453,0,0,0,0,0,0,0.0,A (Libre)
1454,0,0,0,0,0,0,0.0,A (Libre)
1455,0,0,0,0,0,0,0.0,A (Libre)
1456,0,0,0,0,0,0,0.0,A (Libre)
1457,0,0,0,0,0,0,0.0,A (Libre)
1458,0,0,0,0,0,0,0.0,A (Libre)
1459,0,0,0,0,0,0,0.0,A (Libre)
1460,0,0,0,0,0,0,0.0,A (Libre)
1461,0,0,0,0,0,0,0.0,A (Libre)
1462,0,0,0,0,0,0,0.0,A (Libre)
1463,0,0,0,0,0,0,0.0,A (Libre)
1464,0,0,0,0,0,0,0.0,A (Libre)
1465,0,0,0,0,0,0,0.0,A (Libre)
1466,0,0,0,0,0,0,0.0,A (Libre)
1467,0,0,0,0,0,0,0.0,A (Libre)
1468,0,0,0,0,0,0,0.0,A (Libre)
1469,0,0,0,0,0,0,0.0,A (Libre)
1470,0,0,0,0,0,0,0.0,A (Libre)
1471,0,0,0,0,0,0,0.0,A (Libre)
1472,0,0,0,0,0,0,0.0,A (Libre)
1473,0,0,0,0,0,0,0.0,A (Libre)
1474,0,0,0,0,0,0,0.0,A (Libre)
1475,0,0,0,0,0,0,0.0,A (Libre)
1476,0,0,0,0,0,0,0.0,A (Libre)
1477,0,0,0,0,0,0,0.0,A (Libre)
1478,0,0,0,0,0,0,0.0,A (Libre)
1479,0,0,0,0,0,0,0.0,A (Libre)
1480,0,0,0,0,0,0,0.0,A (Libre)
1481,0,0,0,0,0,0,0.0,A (Libre)
1482,0,0,0,0,0,0,0.0,A (Libre)
1483,0,0,0,0,0,0,0.0,A (Libre)
1484,0,0,0,0,0,0,0.0,A (Libre)
1485,0,0,0,0,0,0,0.0,A (Libre)
1486,0,0,0,0,0,0,0.0,A (Libre)
1487,0,0,0,0,0,0,0.0,A (Libre)
1488,0,0,0,0,0,0,0.0,A (Libre)
1489,0,0,0,0,0,0,0.0,A (Libre)
1490,0,0,0,0,0,0,0.0,A (Libre)
1491,0,0,0,0,0,0,0.0,A (Libre)
1492,0,0,0,0,0,0,0.0,A (Libre)
1493,0,0,0,0,0,0,0.0,A (Libre)
1494,0,0,0,0,0,0,0.0,A (Libre)
1495,0,0,0,0,0,0,0.0,A (Libre)
1496,0,0,0,0,0,0,0.0,A (Libre)
1497,0,0,0,0,0,0,0.0,A (Libre)
1498,0,0,0,0,0,0,0.0,A (Libre)
1499,0,0,0,0,0,0,0.0,A (Libre)
