Frame,Total,Densidad,LOS,LOS_Descripcion,Turismos,Motos,Buses,Camiones,Bicis,Velocidad_Media,Incidentes_Detenidos,Incidentes_Frenadas,Incidentes_Conflictos,Incidentes_Total
0,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.0,0,0,0,0
1,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
2,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
3,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
4,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
5,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
6,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
7,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
8,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
9,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
10,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
11,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
12,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
13,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
14,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
15,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
16,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
17,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
18,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
19,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
20,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
21,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
22,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
23,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
24,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
25,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
26,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
27,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
28,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
29,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
30,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
31,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
32,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
33,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
34,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
35,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
36,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
37,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
38,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
39,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
40,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
41,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
42,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
43,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
44,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
45,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
46,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
47,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
48,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
49,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
50,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
51,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
52,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
53,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
54,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
55,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
56,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
57,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
58,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
59,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
60,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
61,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
62,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
63,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
64,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
65,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
66,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
67,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
68,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
69,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
70,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
71,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
72,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
73,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
74,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
75,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
76,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
77,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
78,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
79,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
80,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
81,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
82,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
83,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
84,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
85,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
86,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
87,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
88,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
89,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
90,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
91,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
92,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
93,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
94,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
95,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
96,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
97,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
98,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
99,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
100,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
101,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
102,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
103,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
104,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
105,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
106,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
107,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
108,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
109,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
110,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
111,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
112,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
113,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
114,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
115,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
116,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
117,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
118,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
119,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
120,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
121,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
122,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
123,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
124,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
125,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
126,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
127,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
128,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
129,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
130,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
131,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
132,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
133,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
134,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
135,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
136,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
137,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
138,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
139,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
140,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
141,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
142,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
143,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
144,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
145,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
146,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
147,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
148,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
149,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
150,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
151,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
152,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
153,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
154,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
155,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
156,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
157,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
158,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
159,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
160,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
161,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
162,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
163,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
164,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
165,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
166,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
167,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
168,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
169,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
170,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
171,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
172,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
173,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
174,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
175,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
176,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
177,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
178,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
179,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
180,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
181,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
182,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
183,1,57.10463694885298,E,Saturado,1,0,0,0,0,0.0,0,0,0,0
184,1,57.10463694885298,E,Saturado,1,0,0,0,0,38.27769086224739,0,0,0,0
185,1,57.10463694885298,E,Saturado,1,0,0,0,0,41.89758730858237,0,0,0,0
186,1,57.10463694885298,E,Saturado,1,0,0,0,0,43.33023583433256,0,0,0,0
187,1,57.10463694885298,E,Saturado,1,0,0,0,0,44.31455900976184,0,0,0,0
188,1,57.10463694885298,E,Saturado,1,0,0,0,0,44.874734602121535,0,0,0,0
189,1,57.10463694885298,E,Saturado,1,0,0,0,0,45.449737232896055,0,0,0,0
190,1,57.10463694885298,E,Saturado,1,0,0,0,0,45.995892466838356,0,0,0,0
191,1,57.10463694885298,E,Saturado,1,0,0,0,0,46.69529819307969,0,0,0,0
192,1,57.10463694885298,E,Saturado,1,0,0,0,0,47.349527917626745,0,0,0,0
193,1,57.10463694885298,E,Saturado,1,0,0,0,0,49.15726107267705,0,0,0,0
194,1,57.10463694885298,E,Saturado,1,0,0,0,0,50.22005869815561,0,0,0,0
195,1,57.10463694885298,E,Saturado,1,0,0,0,0,51.59582101162858,0,0,0,0
196,1,57.10463694885298,E,Saturado,1,0,0,0,0,52.819835237496726,0,0,0,0
197,1,57.10463694885298,E,Saturado,1,0,0,0,0,54.5441636180502,0,0,0,0
198,1,57.10463694885298,E,Saturado,1,0,0,0,0,56.20055227083491,0,0,0,0
199,1,57.10463694885298,E,Saturado,1,0,0,0,0,58.05520150601035,0,0,0,0
200,1,57.10463694885298,E,Saturado,1,0,0,0,0,59.69919636787669,0,0,0,0
201,1,57.10463694885298,E,Saturado,1,0,0,0,0,61.66909927167131,0,0,0,0
202,1,57.10463694885298,E,Saturado,1,0,0,0,0,63.748926227758936,0,0,0,0
203,1,57.10463694885298,E,Saturado,1,0,0,0,0,65.99914634166902,0,0,0,0
204,1,57.10463694885298,E,Saturado,1,0,0,0,0,68.18712271947953,0,0,0,0
205,1,57.10463694885298,E,Saturado,1,0,0,0,0,70.85183928846412,0,0,0,0
206,1,57.10463694885298,E,Saturado,1,0,0,0,0,73.29199639492892,0,0,0,0
207,1,57.10463694885298,E,Saturado,1,0,0,0,0,75.92056202181185,0,0,0,0
208,1,57.10463694885298,E,Saturado,1,0,0,0,0,78.77215291446392,0,0,0,0
209,1,57.10463694885298,E,Saturado,1,0,0,0,0,81.73642712371502,0,0,0,0
210,1,57.10463694885298,E,Saturado,1,0,0,0,0,84.8841466124024,0,0,0,0
211,1,57.10463694885298,E,Saturado,1,0,0,0,0,88.25944243557906,0,0,0,0
212,1,57.10463694885298,E,Saturado,1,0,0,0,0,91.72324080268098,0,0,0,0
213,1,57.10463694885298,E,Saturado,1,0,0,0,0,95.30514942115842,0,0,0,0
214,1,57.10463694885298,E,Saturado,1,0,0,0,0,99.04656298021703,0,0,0,0
215,1,57.10463694885298,E,Saturado,1,0,0,0,0,103.20625124008073,0,0,0,0
216,1,57.10463694885298,E,Saturado,1,0,0,0,0,107.49217870425522,0,0,0,0
217,1,57.10463694885298,E,Saturado,1,0,0,0,0,111.92740412092424,0,0,0,0
218,1,57.10463694885298,E,Saturado,1,0,0,0,0,117.0495146113645,0,0,0,0
219,1,57.10463694885298,E,Saturado,1,0,0,0,0,122.24838073627755,0,0,0,0
220,1,57.10463694885298,E,Saturado,1,0,0,0,0,127.56389161119198,0,0,0,0
221,1,57.10463694885298,E,Saturado,1,0,0,0,0,133.46323304527593,0,0,0,0
222,1,57.10463694885298,E,Saturado,1,0,0,0,0,139.56473352439025,0,0,0,0
223,1,57.10463694885298,E,Saturado,1,0,0,0,0,145.91060635765035,0,0,0,0
224,1,57.10463694885298,E,Saturado,1,0,0,0,0,152.2703900047353,0,0,0,0
225,1,57.10463694885298,E,Saturado,1,0,0,0,0,158.88357944802954,0,0,0,0
226,1,57.10463694885298,E,Saturado,1,0,0,0,0,165.72818071769078,0,0,0,0
227,1,57.10463694885298,E,Saturado,1,0,0,0,0,172.1928164084067,0,0,0,0
228,1,57.10463694885298,E,Saturado,1,0,0,0,0,178.4146826371057,0,0,0,0
229,1,57.10463694885298,E,Saturado,1,0,0,0,0,178.43341357654393,0,0,0,0
230,1,57.10463694885298,E,Saturado,1,0,0,0,0,173.75460580256447,0,0,0,0
231,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
232,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
233,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
234,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
235,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
236,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
237,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
238,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
239,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
240,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
241,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
242,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
243,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
244,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
245,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
246,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
247,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
248,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
249,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
250,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
251,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
252,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
253,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
254,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
255,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
256,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
257,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
258,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
259,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
260,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
261,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
262,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
263,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
264,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
265,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
266,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
267,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
268,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
269,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
270,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
271,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
272,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
273,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
274,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
275,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
276,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
277,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
278,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
279,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
280,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
281,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
282,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
283,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
284,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
285,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
286,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
287,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
288,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
289,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
290,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
291,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
292,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
293,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
294,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
295,1,57.10463694885298,E,Saturado,0,1,0,0,0,0.0,0,0,0,0
296,1,57.10463694885298,E,Saturado,0,1,0,0,0,34.360656856529936,0,0,0,0
297,1,57.10463694885298,E,Saturado,0,1,0,0,0,39.11182125634074,0,0,0,0
298,1,57.10463694885298,E,Saturado,0,1,0,0,0,40.75171622068591,0,0,0,0
299,1,57.10463694885298,E,Saturado,0,1,0,0,0,41.05034146432619,0,0,0,0
300,1,57.10463694885298,E,Saturado,0,1,0,0,0,41.59898267355572,0,0,0,0
301,1,57.10463694885298,E,Saturado,0,1,0,0,0,42.45069028254307,0,0,0,0
302,1,57.10463694885298,E,Saturado,0,1,0,0,0,42.85420140637647,0,0,0,0
303,1,57.10463694885298,E,Saturado,0,1,0,0,0,43.386137770662636,0,0,0,0
304,1,57.10463694885298,E,Saturado,0,1,0,0,0,43.90104289496236,0,0,0,0
305,1,57.10463694885298,E,Saturado,0,1,0,0,0,45.67298003402517,0,0,0,0
306,1,57.10463694885298,E,Saturado,0,1,0,0,0,46.13735791966194,0,0,0,0
307,1,57.10463694885298,E,Saturado,0,1,0,0,0,47.24413489790284,0,0,0,0
308,1,57.10463694885298,E,Saturado,0,1,0,0,0,48.22188764676058,0,0,0,0
309,1,57.10463694885298,E,Saturado,0,1,0,0,0,49.44161413618629,0,0,0,0
310,2,114.20927389770596,F,Colapso,0,2,0,0,0,25.29498020219138,0,0,0,0
311,1,57.10463694885298,E,Saturado,0,1,0,0,0,51.99508999148681,0,0,0,0
312,1,57.10463694885298,E,Saturado,0,1,0,0,0,54.09238847176976,0,0,0,0
313,1,57.10463694885298,E,Saturado,0,1,0,0,0,55.60331466393736,0,0,0,0
314,1,57.10463694885298,E,Saturado,0,1,0,0,0,57.34894433594916,0,0,0,0
315,1,57.10463694885298,E,Saturado,0,1,0,0,0,59.593428385886845,0,0,0,0
316,1,57.10463694885298,E,Saturado,0,1,0,0,0,61.365511502625594,0,0,0,0
317,1,57.10463694885298,E,Saturado,0,1,0,0,0,63.67637818512234,0,0,0,0
318,1,57.10463694885298,E,Saturado,0,1,0,0,0,65.8137604178351,0,0,0,0
319,1,57.10463694885298,E,Saturado,0,1,0,0,0,68.02615800213886,0,0,0,0
320,1,57.10463694885298,E,Saturado,0,1,0,0,0,70.40897736733875,0,0,0,0
321,1,57.10463694885298,E,Saturado,0,1,0,0,0,71.72636578427836,0,0,0,0
322,1,57.10463694885298,E,Saturado,0,1,0,0,0,74.42599105396516,0,0,0,0
323,1,57.10463694885298,E,Saturado,0,1,0,0,0,76.91971338057884,0,0,0,0
324,1,57.10463694885298,E,Saturado,0,1,0,0,0,79.60208466143051,0,0,0,0
325,1,57.10463694885298,E,Saturado,0,1,0,0,0,82.37128689870251,0,0,0,0
326,1,57.10463694885298,E,Saturado,0,1,0,0,0,85.3389100075782,0,0,0,0
327,1,57.10463694885298,E,Saturado,0,1,0,0,0,88.92768243913238,0,0,0,0
328,1,57.10463694885298,E,Saturado,0,1,0,0,0,92.23181557644004,0,0,0,0
329,1,57.10463694885298,E,Saturado,0,1,0,0,0,95.76556873570019,0,0,0,0
330,0,0.0,A,Libre,0,0,0,0,0,0.0,0,0,0,0
